REPORTING_YEAR,FACILITY_NAME,GHGRP_ID,REPORTED_ADDRESS,lat,long,CITY_NAME,COUNTY_NAME,STATE,ZIP_CODE,PARENT_COMPANIES,ghg_quantity,SUBPARTS
2011,Scherer,1001051,10986 HIGHWAY 87,33.0583,-83.8072,JULIETTE,Monroe,GA,31046,JEA (6%); OGLETHORPE POWER CORP (30%); SOUTHERN CO (29%); FLORIDA POWER & LIGHT CO (19%); Municipal Electric Authority of Georgia (15%); DALTON UTILITIES (1%),22073646,D
2011,James H Miller Jr,1007227,4250 Porter Road,33.6319,-87.0597,Quinton,Jefferson,AL,35130,SOUTHERN CO (95.92%); POWERSOUTH ENERGY COOPERATIVE (4.08%),22067165,D
2011,Martin Lake,1007504,8850 FM 2658 North,32.2597,-94.5703,Tatum,Rusk,TX,75691,Luminant Generation Company LLC (100%),18445258,"C,D"
2011,Labadie,1000192,226 LABADIE POWER PLANT ROAD,38.5583,-90.8361,LABADIE,Franklin,MO,63055,AMEREN CORP (100%),18234145,D
2011,W A Parish,1006868,YU JONES RD,29.4783,-95.6358,THOMPSONS,Fort Bend,TX,77469,NRG Energy Inc. (100%),17730966,"C,D"
2011,Gen J M Gavin,1001194,OHIO ROUTE 7,38.9347,-82.1158,CHESHIRE,Gallia,OH,45620,AMERICAN ELECTRIC POWER (100%),17655108,"C,D"
2011,Navajo Generating Station,1000999,,36.9047,-111.3886,PAGE,Coconino,AZ,86040,TUCSON ELECTRIC POWER CO (7.5%); United States Bureau of Reclamation (24.3%); SALT RIVER PROJECT (21.7%); Los Angeles Department of Water and Power (21.2%); ARIZONA PUBLIC SERVICE CO (14%); NEVADA ENERGY (11.3%),16935827,"C,D"
2011,Bruce Mansfield,1006909,128 FERRY HILL ROAD,40.6344,-80.42,SHIPPINGPORT,Beaver,PA,15077,"FirstEnergy Generation, LLC (100%)",16275952,"C,D"
2011,Monroe,1000676,3500 FRONT ST,41.8917,-83.3461,MONROE,Monroe,MI,48161,DTE ENERGY CO (100%),15940342,"C,D"
2011,Gibson,1001030,1097 N 950 W,38.3722,-87.7661,OWENSVILLE,Gibson,IN,47665,DUKE ENERGY CORP (90.1%); WABASH VALLEY POWER (5%); Indiana Municipal Power (4.9%),15827198,"C,D"
2011,Rockport,1001037,2791 NORTH US ROUTE 231,37.9256,-87.0372,ROCKPORT,Spencer,IN,47635,AMERICAN ELECTRIC POWER (100%),15537793,"C,D"
2011,Bowen,1001505,317 COVERED BRIDGE ROAD SW,34.1256,-84.9192,CARTERSVILLE,Bartow,GA,30120,SOUTHERN CO (100%),15051886,"C,D"
2011,"WESTAR ENERGY, INC.",1000581,25905 JEFFREY ROAD,39.2825,-96.1153,ST. MARYS,POTTAWATOMIE,KS,66536,"Westar Energy, Inc. (92%); Kansas City Power & Light Company - Greater Missouri Operations Company (8%)",14792984,D
2011,John E Amos,1000967,1530 Winfield Road,38.4731,-81.8233,Winfield,Putnam,WV,25213,AMERICAN ELECTRIC POWER (100%),14552339,"C,D"
2011,Cross,1001427,553 CROSS STATION ROAD,33.3692,-80.1119,PINEVILLE,Berkeley,SC,29468,Santee Cooper (100%),14106736,D
2011,Colstrip,1001020,1 WAREHOUSE ROAD,45.8831,-106.614,COLSTRIP,Rosebud,MT,59323,PACIFICORP (7.1%); PUGET HOLDINGS LLC (32.3%); PPL CORP (25.2%); PORTLAND GENERAL ELECTRIC CO (14.2%); AVISTA CORP (10.6%); NORTHWESTERN ENERGY CORP (10.6%),14096357,D
2011,Laramie River,1001045,HWY 320,42.1103,-104.8828,WHEATLAND,Platte,WY,82070,BASIN ELECTRIC (42.27%); HEARTLAND CONSUMERS POWER DISTRICT (3%); TRI-STATE GENERATION & TRANSMISSION (24.13%); WESTERN MINNESOTA MUNICIPAL POWER AGENCY (16.47%); LINCOLN ELECTRIC SYSTEM (12.76%); WYOMING MUNICIPAL POWER AGENCY (1.37%),13629924,D
2011,Belews Creek,1001187,3195 PINE HALL ROAD,36.2811,-80.0603,BELEWS CREEK,Stokes,NC,27052,DUKE ENERGY CORP (100%),13600299,"C,D"
2011,Limestone,1005713,3964 FM 39,31.4219,-96.2525,JEWETT,Limestone,TX,75846,NRG Energy Inc. (100%),13446926,D
2011,J M Stuart,1000849,745 US 52 ,38.6361,-83.6939,Manchester,Adams,OH,45144,Dayton Power and Light Company (100%),13284262,"C,D"
2011,Four Corners Steam Elec Station,1007245,END OF COUNTY RD 6675,36.69,-108.4814,FRUITLAND,San Juan,NM,87416,Public Service Company of New Mexico (9.4%); SALT RIVER PROJECT (7.3%); EL PASO ELECTRIC CO (5.1%); TUCSON ELECTRIC POWER CO (5.1%); ARIZONA PUBLIC SERVICE CO (38.1%); Southern California Edison Co. (35%),13249777,D
2011,Sherburne County,1001024,13999 INDUSTRIAL BLVD,45.3792,-93.8958,BECKER,Sherburne,MN,55308,XCEL ENERGY INC (84.82%); Southern Minnesota Municipal Power Agency (15.18%),13188289,"C,D"
2011,Monticello,1001034,,33.0917,-95.0417,MOUNT PLEASANT,Titus,TX,75455,Luminant Generation Company LLC (100%),13003899,"C,D"
2011,Baldwin Energy Complex,1007302,10901 BALDWIN RD,38.205,-89.855,BALDWIN,Randolph,IL,62217,DYNEGY INC (100%),12818528,"C,D"
2011,Jim Bridger,1001192,35 MILES EAST OF ROCK SPRINGS,41.7378,-108.7875,POINT OF ROCKS,Sweetwater,WY,82942,BERKSHIRE HATHAWAY (66.67%); IDAHO POWER (33.33%),12781111,D
2011,Big Cajun 2,1001016,10431 CAJUN 2 ROAD   HWY 981,30.7261,-91.3669,NEW ROADS,Pointe Coupee,LA,70760,"Louisiana Generating, LLC (86%); Entergy Corporation (14%)",12461977,D
2011,Paradise,1005830,13246 STATE ROUTE 176/STE 10,37.2608,-86.9783,DRAKESBORO,Muhlenberg,KY,42337,,12434526,"C,D"
2011,Cumberland,1007639,815 CUMBERLAND CITY RD,36.3903,-87.6539,CUMBERLAND CITY,Stewart,TN,37050,,12292767,"C,D"
2011,Oak Grove,1007505,8127 Oak Grove Road,31.185,-96.4853,FRANKLIN,Robertson,TX,77856,Luminant Generation Co LLC (100%),12126416,"C,D"
2011,Intermountain Generating Station,1005628,850 BRUSH WELLMAN RD,39.5035,-112.5811,DELTA,Millard,UT,84624,Intermountain Power Agency (100%),11846962,"C,D"
2011,San Juan,1006727,6800 COUNTY ROAD NORTH,36.8006,-108.4386,WATERFLOW,San Juan,NM,87421,"MSR PUBLIC POWER AGENCY (8.7%); Public Serivce Co of New Mexico (46.3%); City of Anaheim, Public Utilities Department (3.1%); City of Farmington (2.5%); TRI-STATE GENERATION & TRANSMISSION (2.5%); Los Alamos County Utilities (2.2%); Utah Associated Municipal Power System (2.2%); TUCSON ELECTRIC POWER CO (19.8%); SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY (12.7%)",11825176,D
2011,Ghent,1006512,9485 Highway 42 East,38.7497,-85.035,Ghent,CARROLL,KY,41045,LG&E and KU Energy LLC (100%),11675317,D
2011,Walter Scott Jr. Energy Center,1001551,7215 NAVAJO ST,41.18,-95.8408,COUNCIL BLUFFS,Pottawattamie,IA,51501,"CENTRAL IOWA POWER COOPERATIVE (9.66%); Berkshire Hathaway, Inc. (71%); Lincoln Electric System (6.3%); Corn Belt Power Cooperative (4.41%); Municipal Energy Agency of Nebraska (3.44%); Cedar Falls Municipal Utilities (2.39%); Atlantic Municipal Utilities (1.07%)",11526866,"C,D"
2011,Sam Seymour,1007153,6549 POWER PLANT RD,29.9172,-96.7506,LA GRANGE,Fayette,TX,78945,LOWER COLORADO RIVER AUTHORITY (100%),11462090,"C,D"
2011,US Steel Corp - Gary Works,1000418,1 NORTH BROADWAY,41.6133,-87.3281,GARY,Lake,IN,46402,United States Steel Corporation (100%),11440204,"C,Q,TT"
2011,Ascend Performance Materials LLC,1004962,3000 Old Chemstrand Road,30.598192,-87.248807,Cantonment,ESCAMBIA COUNTY,FL,32533,Ascend Performance Materials LLC (100%),11289228,"C,E,P,TT,V"
2011,Roxboro Steam Electric Plant,1000787,1700 DUNNAWAY ROAD,36.4833,-79.0731,SEMORA,Person,NC,27343,PROGRESS ENERGY INC (96.3%); NORTH CAROLINA EASTERN MUNICIPAL POWER AGENCY (3.7%),11206628,"D,TT"
2011,Crystal River Power Plant,1001487,15760 WEST POWERLINE ST,28.9594,-82.7003,CRYSTAL RIVER,Citrus,FL,34428,PROGRESS ENERGY INC (97.76%),11127494,"C,D,TT"
2011,Welsh Power Plant,1000375,FM RD 1735,33.0583,-94.844,PITTSBURG,Titus,TX,75686,AMERICAN ELECTRIC POWER (100%),11037957,D
2011,E C Gaston,1001414,31972 HIGHWAY 25 NORTH,33.2442,-86.4567,WILSONVILLE,Shelby,AL,35186,SOUTHERN CO (100%),10916249,"C,D"
2011,Independence,1001059,555 POINT FERRY ROAD,35.6733,-91.4083,NEWARK,Independence,AR,72562,"ENTERGY CORP (47.93%); ARKANSAS ELECTRIC COOPERATIVE CORP (35%); EAST TEXAS ELECTRIC COOPERATIVE, INC (3.57%); Conway Corporation of Conway, AR (2%); City Water and Light of Jonesboro, AR (10%); City of West Memphis, AR (1%)",10878158,"C,D"
2011,Powerton,1001521,13082 EAST MANITO RD,40.5408,-89.6786,PEKIN,Tazewell,IL,61554,EDISON INTERNATIONAL (100%),10874589,"C,D"
2011,White Bluff,1001002,1100 WHITE BLUFF ROAD,34.4236,-92.1392,REDFIELD,Jefferson,AR,72132,"ENTERGY CORP (57%); City Water and Light of Jonesboro, AR (5%); ARKANSAS ELECTRIC COOPERATIVE CORP (35%); Conway Corporation of Conway, AR (2%); City of West Memphis, AR (1%)",10646812,"C,D"
2011,Marshall,1000834,8320 EAST HWY 150,35.5975,-80.9658,TERRELL,Catawba,NC,28682,DUKE ENERGY CORP (100%),10545944,D
2011,Springerville Generating Station,1001196,COUNTY ROAD #4162,34.3186,-109.1636,SPRINGERVILLE,Apache,AZ,85938,UNISOURCE ENERGY CORP (100% Ownership of Units 1 & 2 only / Operator for all units) (50%); SALT RIVER PROJECT (100% Ownership of Unit 4 only) (25%); TRI-STATE GENERATION & TRANSMISSION (100% Ownership of Unit 3 only) (25%),10479679,D
2011,Hatfield's Ferry Power Station,1000902,2907 EAST ROY FURMAN HIGHWAY,39.8562,-79.9274,MASONTOWN,Greene,PA,15461,"Allegheny Energy (50%); FirstEnergy Generation, LLC (50%)",10399815,"C,D"
2011,Keystone,1000883,313 KEYSTONE DRIVE,40.6604,-79.3411,SHELOCTA,Armstrong,PA,15774,"NRG ENERGY INC (3.7%); PUBLIC SERVICE ENTERPRISE GROUP INC (22.84%); CONSTELLATION ENERGY GROUP (20.99%); EXELON CORP (20.99%); DUQUESNE GENERATION LLC (2.47%); GENON ENERGY, INC (16.67%); PPI Corporation (12.34%)",10394375,"C,D"
2011,EXXONMOBIL Bt Site,1007542,5000 Bayway Dr,29.73934,-95.022404,BAYTOWN,HARRIS COUNTY,TX,77520,Exxon Mobil Oil Corporation (100%),10268544,"C,X,Y"
2011,Harrison Power Station,1007793,ROUTE 20,39.3844,-80.3325,HAYWOOD,Harrison,WV,26366,"FirstEnergy Generation, LLC (50%); Monongahela Power Company (50%)",10248636,"C,D"
2011,Big Bend,1001492,13031 WYANDOTTE ROAD,27.7944,-82.4036,APOLLO BEACH,Hillsborough,FL,33572,TAMPA ELECTRIC CO (100%),10192967,D
2011,Wansley (6052),1001015,3461 HOLLINGSWORTH FERRY ROAD,33.4124,-85.0345,FRANKLIN,Heard,GA,30170,Municpal Electric Authority of Georgia (9%); SOUTHERN CO (72%); OGLETHORPE POWER CORP (18%); DALTON UTILITIES (1%),9988362,"C,D"
2011,Conemaugh,1000877,1442 POWER PLANT ROAD,40.3842,-79.0611,NEW FLORENCE,Indiana,PA,15944,"UGI CORP (5.97%); DUQUESNE GENERATION LLC (3.83%); NRG ENERGY INC (3.27%); PUBLIC SERVICE ENTERPRISE GROUP INC (22.5%); EXELON CORP (20.72%); GENON ENERGY, INC (16.45%); PPL CORP (16.25%); CONSTELLATION ENERGY GROUP (10.56%)",9783340,"C,D"
2011,Petersburg,1001536,6925 NORTH STATE ROAD 57,38.5267,-87.2525,PETERSBURG,Pike,IN,47567,The AES Corporation (Ownership interest reported is percentage of common stock) (100%),9760888,D
2011,W H Sammis,1006794,,40.5308,-80.6311,STRATTON,Jefferson,OH,43961,"FirstEnergy Generation, LLC (100%)",9550974,"C,D"
2011,ARCELORMITTAL BURNS HARBOR LLC,1003962,250 W US 12,41.630556,-87.126944,BURNS HARBOR,PORTER,IN,46304,ARCELORMITTAL USA INC (100%),9427579,"C,Q"
2011,J K Spruce,1007376,12940 S US Hwy 181,29.3091,-98.3205,SAN ANTONIO,Bexar,TX,78223,CPS ENERGY (100%),9420274,"C,D"
2011,Muskogee,1000860,5501 THREE FORKS ROAD,35.7617,-95.2847,FORT GIBSON,Muskogee,OK,74434,OGE ENERGY CORP (100%),9398907,"C,D"
2011,Gerald Gentleman Station,1006589,6089 SOUTH HWY 25,41.0808,-101.1408,SUTHERLAND,Lincoln,NE,69165,NEBRASKA PUBLIC POWER DISTRICT (100%),9228756,"C,D"
2011,Craig,1001008,2101 S RANNEY,40.4627,-107.5912,CRAIG,Moffat,CO,81626,XCEL ENERGY INC (6.37%); TRI-STATE GENERATION & TRANSMISSION (50.17%); SALT RIVER PROJECT (19.02%); PACIFICORP (12.64%); Platte River Power Authority (11.8%),9152332,"C,D"
2011,Coal Creek,1007429,2875 3RD ST SW,47.3761,-101.1567,UNDERWOOD,McLean,ND,58576,Great River Energy (100%),8953957,"C,D,II"
2011,R M Schahfer Generating Station,1001023,2723 E 1500 N,41.2175,-87.0239,WHEATFIELD,Jasper,IN,46392,NORTHERN INDIANA PUBLIC SERVICE CO (100%),8817256,"C,D"
2011,Nebraska City Station,1001026,7264 L ROAD,40.6215,-95.7765,NEBRASKA CITY,Otoe,NE,68410,Omaha Public Power District (100%),8751488,"C,D"
2011,Sandow Station,1000499,,30.5681,-97.0614,ROCKDALE,Milam,TX,76567,Luminant Generation Company LLc (100%),8743592,"C,D"
2011,Hunter,1001036,UT HWY 10 S OF CASTLE DALE,39.1747,-111.0289,CASTLE DALE,Emery,UT,84513,BERKSHIRE HATHAWAY (85.14%); DESERET GENERATION & TRANSMISSION COOPERATIVE (8.08%); Utah Associated Municipal Power Systems (4.69%); Utah Municipal Power Agency (2.09%),8687010,D
2011,H L Spurlock,1007640,ROUTE 8,38.7,-83.8175,MAYSVILLE,Mason,KY,41056,East Kentucky Power Cooperative (100%),8643678,"C,D"
2011,Mill Creek,1006510,14660 Dixie Highway,38.0531,-85.91,Louisville,JEFFERSON,KY,40272,LG&E and KU Energy LLC (100%),8621672,"C,D"
2011,Iatan,1001018,20250 HWY 45 N,39.4472,-94.98,WESTON,Platte,MO,64098,"GREAT PLAINS ENERGY INC (79.4%); Missouri Joint Municipal Electric Utility Commissions (6.6%); KANSAS ELECTRIC POWER COOPERATIVE, INC (2%); THE EMPIRE DISTRICT ELECTRIC CO (12%)",8531315,D
2011,Homer City,1006728,1750 POWER PLANT ROAD,40.511,-79.1968,HOMER CITY,Indiana,PA,15748,EDISON INTERNATIONAL (100%),8519920,"C,D"
2011,"Brunner Island, LLC",1000886,1400 Wago Road,40.097,-76.6962,Mt Wolf,York,PA,17347,"PPL Generation, LLC (100%)",8510410,D
2011,La Cygne,1006539,25166 E 2200 RD,38.3472,-94.6389,LA CYGNE,Linn,KS,66040,GREAT PLAINS ENERGY INC (50.1%); WESTAR ENERGY INC (49.9%),8452281,"C,D"
2011,J H Campbell,1000670,17000 CROSWELL ST,42.9103,-86.2036,WEST OLIVE,Ottawa,MI,49460,"CMS Energy (96.17%); Michigan Public Power Agency (2.75%); Wolverine Power Supply Cooperative, Inc. (1.08%)",8439131,"C,D"
2011,Mount Storm Power Station,1000977,436 Dominion Blvd,39.2014,-79.2667,MOUNT STORM,Grant,WV,26739,DOMINION RESOURCES INC (100%),8411683,"C,D"
2011,Thomas Hill Energy Center,1000716,5693 HIGHWAY F,39.5531,-92.6392,CLIFTON HILL,Randolph,MO,65244,ASSOCIATED ELECTRIC COOPERATIVE INC (100%),8398074,"C,D"
2011,Mitchell (WV),1000976,WV STATE ROUTE 2,39.8297,-80.8153,CAPTINA,Marshall,WV,26041,AMERICAN ELECTRIC POWER (100%),8368987,"C,D"
2011,Big Brown,1007500,,31.8206,-96.0561,FAIRFIELD,Freestone,TX,75840,Luminant Generation Co LLC (100%),8364165,"C,D"
2011,Mountaineer (1301),1001052,1347 Graham Station Road,38.9794,-81.9344,NEW HAVEN,Mason,WV,25265,AMERICAN ELECTRIC POWER (100%),8332836,"C,D,PP,UU"
2011,Northeastern,1000862,7300 E. Hwy 88,36.4317,-95.7008,Oologah,Rogers,OK,74053,AMERICAN ELECTRIC POWER (100%),8309748,"C,D"
2011,Joppa Steam,1000340,2100 PORTLAND ROAD,37.2103,-88.8606,JOPPA,Massac,IL,62953,Ameren Energy Generating Co (80%); Kentucky Utilities Co (20%),8038611,"C,D"
2011,Shawnee,1001598,7900 METROPOLIS LAKE RD,37.1517,-88.775,WEST PADUCAH,McCracken,KY,42086,,7981970,D
2011,Seminole (136),1000084,STATE HIGHWAY 17,29.7333,-81.6339,PALATKA,Putnam,FL,32708,"SEMINOLE ELECTRIC COOPERATIVE, INC (100%)",7959535,"D,TT"
2011,Belle River,1001011,E CHINA TOWNSHIP,42.7748,-82.4945,SAINT CLAIR HAVEN,Saint Clair,MI,48054,DTE ENERGY CO (100%),7921211,"C,D"
2011,Cholla,1001421,4801 FRONTAGE ROAD,34.9394,-110.3033,JOSEPH CITY,Navajo,AZ,86032,PINNACLE WEST CAPITAL CORPORATION (64%); PACIFICORP (36%),7869918,D
2011,West County Energy Center,1007171,20505 STATE RD 80,26.6986,-80.3747,LOXAHATCHEE,Palm Beach,FL,33470,Florida Power and Light Company (100%),7854917,"C,D"
2011,"Montour, LLC",1000893,18 McMichael Road,41.0714,-76.6672,Danville,Montour,PA,17821,"PPL Generation, LLC (100%)",7845648,"C,D"
2011,Grand River Dam Authority,1001428,8142 HWY 412B,36.1906,-95.2889,CHOUTEAU,Mayes,OK,74337,GRAND RIVER DAM AUTHORITY (80%); KAMO Power (20%),7760089,"C,D"
2011,Rush Island,1001035,100 BIG HOLLOW ROAD,38.1306,-90.2625,FESTUS,Jefferson,MO,63028,AMEREN CORP (100%),7739897,"C,D"
2011,Pleasants Power Station,1001001,#1 POWER STATION BLVD,39.3668,-81.2944,WILLOW ISLAND,Pleasants,WV,26134,"Allegheny Energy (34%); FirstEnergy Generation, LLC (33%); Monongahela Power Company (33%)",7630983,"C,D"
2011,Boswell Energy Center,1000687,1200 NW 3RD ST,47.2603,-93.6531,COHASSET,Itasca,MN,55721,"ALLETE, Inc. (100%)",7564001,"C,D"
2011,Barry,1001412,15300 Highway 43 North,31.0069,-88.0103,BUCKS,Mobile,AL,36512,SOUTHERN CO (100%),7562795,"C,D"
2011,Trimble County,1006542,487 CORN CREEK ROAD,38.5847,-85.4117,BEDFORD,Trimble,KY,40006,LG&E and KU Energy LLC (100%),7558254,"C,D"
2011,Cardinal,1000839,306 COUNTY ROAD 7 EAST,40.2522,-80.6486,BRILLIANT,Jefferson,OH,43913,BUCKEYE POWER CO (67.2%); AMERICAN ELECTRIC POWER (32.8%),7398428,"C,D"
2011,Conesville,1000845,STATE ROUTE 16,40.1842,-81.8811,CONESVILLE,Coshocton,OH,43811,AMERICAN ELECTRIC POWER (74.73%); THE DAYTON POWER & LIGHT CO (7.39%); DUKE ENERGY CORP (17.88%),7378917,"C,D"
2011,Mittal Steel USA - Indiana Harbor East,1000156,3210 WATLING ST,41.68,-87.4264,EAST CHICAGO,Lake,IN,46312,ArcelorMittal USA LLC (100%),7303151,"C,Q,S"
2011,Newton,1001005,6725 N 500TH,38.9361,-88.2778,NEWTON,Jasper,IL,62448,AMEREN CORP (100%),7286372,D
2011,Clifty Creek,1001531,1335 CLIFTY HOLLOW ROAD,38.7383,-85.4192,MADISON,Jefferson,IN,47250,OHIO VALLEY ELECTRIC CORP (100%),7279635,"C,D"
2011,Columbia,1001186,W8375 MURRAY RD,43.4864,-89.4203,PARDEEVILLE,Columbia,WI,53954,ALLIANT ENERGY CORP (46.2%); INTEGRYS ENERGY GROUP INC (31.8%); MGE ENERGY INC (22%),7267382,"C,D"
2011,Gallatin,1007790,1499 STEAM PLANT RD,36.3156,-86.4006,GALLATIN,Sumner,TN,37066,,7249904,"C,D"
2011,Comanche (470),1001462,2005 LIME RD,38.2081,-104.5747,PUEBLO,Pueblo,CO,81006,"XCEL ENERGY INC (82.54%); HOLY CROSS ELECTRIC ASSOC, INC (4.19%); INTERMOUNTAIN RURAL ELEC ASSN (13.27%)",7242374,"C,D"
2011,Pleasant Prairie,1006632,8000 95TH ST,42.5381,-87.9033,PLEASANT PRAIRIE,Kenosha,WI,53158,Wisconsin Electric Power Company (100%),7181837,"C,D"
2011,Galveston Bay Refinery,1005585,2401 5TH AVE S IN TEXAS CITY,29.3775,-94.9328,TEXAS CITY,GALVESTON,TX,77592,BP AMERICA INC (100%),7079397,"C,D,Y"
2011,Brame Energy Center,1001041,275 RODEMACHER RD,31.395,-92.7167,LENA,Rapides,LA,71447,CLECO CORP (76.16%); LOUISIANA ENERGY & POWER AUTHORITY (6.81%); LAFAYETTE PUBLIC POWER AUTHORITY (17.03%),7059216,D
2011,Miami Fort Generating Station,1000841,11021 Brower Road,39.1131,-84.8031,NORTH BEND,Hamilton,OH,45052,DUKE ENERGY CORP (70.1%); THE DAYTON POWER & LIGHT CO (29.9%),6967521,"C,D"
2011,Tolk Station,1001043,9M E OF MULESHOE ON HWY 70,34.1847,-102.5686,MULESHOE,Lamb,TX,79371,xce (100%),6949907,"C,D"
2011,St. Johns River Power,1006587,11201 NEW BURLIN ROAD,30.4311,-81.5508,JACKSONVILLE,Duval,FL,32226,JEA (80%); FLORIDA POWER & LIGHT CO (20%),6932037,"C,D"
2011,Merom,1006549,5500 W OLD 54,39.0694,-87.5108,SULLIVAN,Sullivan,IN,47882,"Hoosier Energy REC, Inc. (100%)",6911691,"C,D"
2011,ALCOA INC - WARRICK OPERATIONS,1001877,,37.915,-87.3328,NEWBURGH,WARRICK,IN,47629,ALCOA INC (100%),6875398,"C,D,F"
2011,New Madrid Power Plant,1000715,41 ST JUDE INDUSTRIAL PARK,36.5147,-89.5617,NEW MADRID,New Madrid,MO,63869,ASSOCIATED ELECTRIC COOPERATIVE INC (100%),6732630,"C,D"
2011,Kyger Creek,1000853,5758 STATE ROUTE 7 NORTH,38.9161,-82.1281,CHESHIRE,Gallia,OH,45620,OHIO VALLEY ELECTRIC CORP (100%),6716151,D
2011,Sooner,1001025,10800 COUNTY ROAD 230,36.4537,-97.0527,RED ROCK,Noble,OK,74651,OGE ENERGY CORP (100%),6687632,"C,D"
2011,Fort Martin Power Station,1000971,1732 FORT MARTIN DRIVE,39.7107,-79.9275,MAIDSVILLE,Monongalia,WV,26541,"FirstEnergy Generation, LLC (50%); Monongahela Power Company (50%)",6552148,"C,D"
2011,"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",1002301,39018 HIGHWAY 3089,30.098563,-90.95599,DONALDSONVILLE,ASCENSION,LA,70346,CF INDUSTRIES HOLDINGS INC (100%),6438067,"C,G,PP,V"
2011,Eastlake,1006952,10 ERIE ROAD,41.6713,-81.4432,EASTLAKE,Lake,OH,44095,"FirstEnergy Generation, LLC (100%)",6391963,"C,D"
2011,Morgantown,1000651,12620 CRAIN HIGHWAY,38.3592,-76.9767,NEWBURG,Charles,MD,20664,"GENON ENERGY, INC (100%)",6308772,"C,D"
2011,Exxonmobil Beaumont Refinery,1007959,1795 BURT ST,30.0639,-94.0703,BEAUMONT,Jefferson,TX,77701,Exxon Mobil Corporation (100%),6303442,"C,D,X,Y"
2011,W H Zimmer Generating Station,1001007,1781 US ROUTE 52,38.8689,-84.2286,MOSCOW,Clermont,OH,45153,DUKE ENERGY CORP (46.5%); THE DAYTON POWER & LIGHT CO (28.1%); AMERICAN ELECTRIC POWER (25.4%),6295204,"C,D"
2011,EXXONMOBIL BATON ROUGE REFINERY AND CHEMICAL PLANT,1007643,4045 SCENIC HWY,30.484917,-91.17392,BATON ROUGE,EAST BATON ROUGE,LA,70805,EXXONMOBIL CORP (100%),6265462,"C,X,Y"
2011,Martin,1001013,21900 SW WARFIELD BLVD,27.0536,-80.5628,INDIANTOWN,Martin,FL,34956,Florida Power and Light Company (100%),6204775,"C,D"
2011,St. Clair,1000678,E CHINA TOWNSHIP,42.7642,-82.4719,SAINT CLAIR HAVEN,Saint Clair,MI,48054,DTE ENERGY CO (100%),6198837,"C,D"
2011,San Juan Basin (580),1007484,1111 Travis St,36.759,-108.16097,Houston,SAN JUAN,TX,77002,CONOCO PHILLIPS (100%),6181128,W
2011,Chesterfield Power Station,1000964,500 COXENDALE ROAD,37.3822,-77.3833,CHESTER,Chesterfield,VA,23831,DOMINION RESOURCES INC (100%),6136221,"C,D"
2011,Brandon Shores LLC,1001481,2030 Brandon Shores RD,39.1792,-76.5383,Baltimore,Anne Arundel,MD,21226,CONSTELLATION ENERGY GROUP (100%),6045455,"C,D"
2011,Coronado Generating Station,1007103,,34.5778,-109.2717,ST JOHNS,Apache,AZ,85936,SALT RIVER PROJECT (100%),6030449,"C,D,HH"
2011,CHEMOURS LOUISVILLE WORKS,1004133,4200 CAMP GROUND ROAD,38.21229,-85.83975,LOUISVILLE,JEFFERSON COUNTY,KY,40216,E.I. du Pont de Nemours and Company (100%),6005571,"C,L,O,OO,TT"
2011,Joliet 29,1001453,1800 CHANNAHON RD,41.4947,-88.125,JOLIET,Will,IL,60436,EDISON INTERNATIONAL (100%),6001614,"C,D"
2011,Antelope Valley,1001055,HWY 200,47.3714,-101.8344,BEULAH,Mercer,ND,58523,BASIN ELECTRIC (100%),5993367,D
2011,Milton R Young,1000837,3401 24TH ST SW,47.0664,-101.2139,CENTER,Oliver,ND,58530,MINNKOTA POWER COOPERATIVE INC (100%),5981634,"C,D"
2011,J T Deely,1001039,12940 S US Hwy 181,29.3072,-98.3228,SAN ANTONIO,Bexar,TX,78223,CPS ENERGY (100%),5942968,D
2011,DOW TEXAS OPERATIONS FREEPORT,1002040,2301 N. BRAZOSPORT BLVD. BUILDING B-101,28.993619,-95.397713,FREEPORT,BRAZORIA,TX,77541,THE DOW CHEMICAL CO (100%),5877298,"C,DD,TT,W,X"
2011,Meramec,1000707,8200 FINE RD,38.4017,-90.3358,ST LOUIS,Saint Louis,MO,63129,AMEREN CORP (100%),5814714,"C,D"
2011,South Oak Creek,1000982,11060 S CHICAGO ROAD,42.8457,-87.8294,OAK CREEK,Milwaukee,WI,53154,Wisconsin Electric Power Company (100%),5811282,"C,D"
2011,George Neal North,1001612,1151   260th ST,42.3251,-96.3797,SERGEANT BLUFF,Woodbury,IA,51054,"Berkshire Hathaway, Inc (84.82%); Alliant Energy (15.18%)",5772491,"C,D"
2011,Dave Johnston,1000990,1591 TANK FARM ROAD,42.8378,-105.7769,GLENROCK,Converse,WY,82637,BERKSHIRE HATHAWAY (100%),5694500,D
2011,Big Sandy,1001587,23000 HWY 23,38.1707,-82.6176,LOUISA,Lawrence,KY,41230,AMERICAN ELECTRIC POWER (100%),5683596,"C,D"
2011,Centralia,1007310,913 BIG HANAFORD RD,46.7559,-122.8578,CENTRALIA,Lewis,WA,98531,TRANSALTA CENTRALIA GENERATION/MINING (100%),5625031,"C,D"
2011,Weston,1000986,2501 MORRISON AV,44.8606,-89.6553,ROTHSCHILD,Marathon,WI,54474,INTEGRYS ENERGY GROUP INC (77%); DAIRYLAND POWER COOPERATIVE (23%),5586500,"C,D"
